Time,Alt_km,Lon_deg,Lat_deg,Vel,Gamma_deg,Psi_deg,Alpha_deg,Bank_deg
0,70,0,0,6800,0,20,20,151.159
0.05,70,0.00103436,0.00284187,6799.91,-0.00156177,20.0003,20,151.092
0.1,70,0.00206873,0.0056837,6799.83,-0.00312329,20.0006,20,151.025
0.15,70,0.0031031,0.00852549,6799.74,-0.00468454,20.0009,20,150.957
0.2,69.9999,0.00413747,0.0113672,6799.65,-0.00624552,20.0012,20,150.89
0.25,69.9999,0.00517184,0.0142089,6799.57,-0.00780623,20.0015,20,150.822
0.3,69.9998,0.00620621,0.0170506,6799.48,-0.00936668,20.0018,20,150.754
0.35,69.9998,0.00724059,0.0198922,6799.39,-0.0109269,20.0021,20,150.685
0.4,69.9997,0.00827497,0.0227338,6799.31,-0.0124868,20.0024,20,150.616
0.45,69.9996,0.00930934,0.0255753,6799.22,-0.0140464,20.0027,20,150.547
0.5,69.9995,0.0103437,0.0284168,6799.14,-0.0156058,20.003,20,150.478
0.55,69.9994,0.0113781,0.0312583,6799.05,-0.0171648,20.0033,20,150.408
0.6,69.9993,0.0124125,0.0340997,6798.96,-0.0187236,20.0036,20,150.339
0.65,69.9992,0.0134469,0.0369411,6798.88,-0.0202822,20.0039,20,150.268
0.7,69.9991,0.0144813,0.0397824,6798.79,-0.0218404,20.0042,20,150.198
0.75,69.999,0.0155157,0.0426237,6798.7,-0.0233984,20.0045,20,150.127
0.8,69.9988,0.01655,0.045465,6798.62,-0.0249561,20.0048,20,150.056
0.85,69.9987,0.0175844,0.0483062,6798.53,-0.0265134,20.0051,20,149.985
0.9,69.9985,0.0186188,0.0511473,6798.44,-0.0280705,20.0054,20,149.913
0.95,69.9983,0.0196532,0.0539884,6798.36,-0.0296274,20.0058,20,149.842
1,69.9981,0.0206876,0.0568295,6798.27,-0.0311839,20.0061,20,149.769
1.05,69.998,0.021722,0.0596706,6798.19,-0.0327401,20.0064,20,149.697
1.1,69.9978,0.0227565,0.0625116,6798.1,-0.0342961,20.0067,20,149.624
1.15,69.9976,0.0237909,0.0653525,6798.01,-0.0358517,20.007,20,149.551
1.2,69.9973,0.0248253,0.0681934,6797.93,-0.037407,20.0073,20,149.478
1.25,69.9971,0.0258597,0.0710343,6797.84,-0.0389621,20.0076,20,149.404
1.3,69.9969,0.0268941,0.0738751,6797.75,-0.0405168,20.0079,20,149.33
1.35,69.9966,0.0279285,0.0767159,6797.67,-0.0420713,20.0083,20,149.256
1.4,69.9964,0.0289629,0.0795567,6797.58,-0.0436254,20.0086,20,149.181
1.45,69.9961,0.0299974,0.0823974,6797.5,-0.0451792,20.0089,20,149.107
1.5,69.9958,0.0310318,0.0852381,6797.41,-0.0467327,20.0092,20,149.031
1.55,69.9956,0.0320662,0.0880787,6797.32,-0.0482859,20.0095,20,148.956
1.6,69.9953,0.0331007,0.0909193,6797.24,-0.0498388,20.0098,20,148.88
1.65,69.995,0.0341351,0.0937598,6797.15,-0.0513914,20.0102,20,148.804
1.7,69.9947,0.0351695,0.0966003,6797.06,-0.0529436,20.0105,20,148.728
1.75,69.9943,0.036204,0.0994407,6796.98,-0.0544956,20.0108,20,148.651
1.8,69.994,0.0372384,0.102281,6796.89,-0.0560472,20.0111,20,148.574
1.85,69.9937,0.0382729,0.105122,6796.81,-0.0575985,20.0114,20,148.496
1.9,69.9933,0.0393073,0.107962,6796.72,-0.0591495,20.0118,20,148.419
1.95,69.993,0.0403418,0.110802,6796.63,-0.0607001,20.0121,20,148.341
2,69.9926,0.0413762,0.113642,6796.55,-0.0622504,20.0124,20,148.262
2.05,69.9922,0.0424107,0.116483,6796.46,-0.0638004,20.0127,20,148.184
2.1,69.9918,0.0434451,0.119323,6796.38,-0.06535,20.0131,20,148.105
2.15,69.9915,0.0444796,0.122163,6796.29,-0.0668993,20.0134,20,148.025
2.2,69.9911,0.0455141,0.125003,6796.2,-0.0684483,20.0137,20,147.946
2.25,69.9906,0.0465485,0.127843,6796.12,-0.0699969,20.0141,20,147.866
2.3,69.9902,0.047583,0.130683,6796.03,-0.0715452,20.0144,20,147.786
2.35,69.9898,0.0486175,0.133523,6795.95,-0.0730932,20.0147,20,147.705
2.4,69.9894,0.049652,0.136363,6795.86,-0.0746407,20.015,20,147.624
2.45,69.9889,0.0506865,0.139203,6795.77,-0.076188,20.0154,20,147.543
2.5,69.9885,0.051721,0.142043,6795.69,-0.0777349,20.0157,20,147.461
2.55,69.988,0.0527554,0.144882,6795.6,-0.0792814,20.016,20,147.379
2.6,69.9875,0.0537899,0.147722,6795.52,-0.0808276,20.0164,20,147.297
2.65,69.987,0.0548244,0.150562,6795.43,-0.0823734,20.0167,20,147.214
2.7,69.9865,0.0558589,0.153401,6795.34,-0.0839188,20.0171,20,147.131
2.75,69.986,0.0568935,0.156241,6795.26,-0.0854639,20.0174,20,147.048
2.8,69.9855,0.057928,0.159081,6795.17,-0.0870087,20.0177,20,146.964
2.85,69.985,0.0589625,0.16192,6795.09,-0.088553,20.0181,20,146.88
2.9,69.9845,0.059997,0.16476,6795,-0.090097,20.0184,20,146.795
2.95,69.9839,0.0610315,0.167599,6794.91,-0.0916406,20.0187,20,146.71
3,69.9834,0.0620661,0.170439,6794.83,-0.0931838,20.0191,20,146.625
3.05,69.9828,0.0631006,0.173278,6794.74,-0.0947267,20.0194,20,146.54
3.1,69.9823,0.0641351,0.176117,6794.66,-0.0962691,20.0198,20,146.454
3.15,69.9817,0.0651697,0.178957,6794.57,-0.0978112,20.0201,20,146.368
3.2,69.9811,0.0662042,0.181796,6794.49,-0.0993529,20.0205,20,146.281
3.25,69.9805,0.0672387,0.184635,6794.4,-0.100894,20.0208,20,146.194
3.3,69.9799,0.0682733,0.187474,6794.31,-0.102435,20.0212,20,146.107
3.35,69.9793,0.0693079,0.190313,6794.23,-0.103976,20.0215,20,146.019
3.4,69.9787,0.0703424,0.193152,6794.14,-0.105516,20.0218,20,145.931
3.45,69.978,0.071377,0.195991,6794.06,-0.107055,20.0222,20,145.843
3.5,69.9774,0.0724116,0.19883,6793.97,-0.108595,20.0225,20,145.754
3.55,69.9768,0.0734461,0.201669,6793.89,-0.110134,20.0229,20,145.665
3.6,69.9761,0.0744807,0.204508,6793.8,-0.111672,20.0232,20,145.575
3.65,69.9754,0.0755153,0.207347,6793.71,-0.11321,20.0236,20,145.485
3.7,69.9748,0.0765499,0.210186,6793.63,-0.114748,20.024,20,145.395
3.75,69.9741,0.0775845,0.213025,6793.54,-0.116285,20.0243,20,145.304
3.8,69.9734,0.0786191,0.215863,6793.46,-0.117822,20.0247,20,145.213
3.85,69.9727,0.0796537,0.218702,6793.37,-0.119358,20.025,20,145.122
3.9,69.972,0.0806883,0.221541,6793.28,-0.120894,20.0254,20,145.03
3.95,69.9712,0.0817229,0.224379,6793.2,-0.12243,20.0257,20,144.937
4,69.9705,0.0827575,0.227218,6793.11,-0.123965,20.0261,20,144.845
4.05,69.9698,0.0837921,0.230057,6793.03,-0.125499,20.0265,20,144.752
4.1,69.969,0.0848268,0.232895,6792.94,-0.127034,20.0268,20,144.658
4.15,69.9683,0.0858614,0.235733,6792.86,-0.128567,20.0272,20,144.564
4.2,69.9675,0.086896,0.238572,6792.77,-0.130101,20.0275,20,144.47
4.25,69.9667,0.0879307,0.24141,6792.68,-0.131634,20.0279,20,144.376
4.3,69.9659,0.0889653,0.244249,6792.6,-0.133166,20.0283,20,144.28
4.35,69.9651,0.09,0.247087,6792.51,-0.134698,20.0286,20,144.185
4.4,69.9643,0.0910346,0.249925,6792.43,-0.136229,20.029,20,144.089
4.45,69.9635,0.0920693,0.252763,6792.34,-0.13776,20.0294,20,143.993
4.5,69.9627,0.093104,0.255601,6792.26,-0.139291,20.0297,20,143.896
4.55,69.9619,0.0941386,0.258439,6792.17,-0.140821,20.0301,20,143.799
4.6,69.961,0.0951733,0.261278,6792.09,-0.142351,20.0305,20,143.702
4.65,69.9602,0.096208,0.264116,6792,-0.14388,20.0308,20,143.604
4.7,69.9593,0.0972427,0.266954,6791.91,-0.145408,20.0312,20,143.505
4.75,69.9585,0.0982774,0.269791,6791.83,-0.146936,20.0316,20,143.407
4.8,69.9576,0.0993121,0.272629,6791.74,-0.148464,20.032,20,143.307
4.85,69.9567,0.100347,0.275467,6791.66,-0.149991,20.0323,20,143.208
4.9,69.9558,0.101382,0.278305,6791.57,-0.151518,20.0327,20,143.108
4.95,69.9549,0.102416,0.281143,6791.49,-0.153044,20.0331,20,143.007
5,69.954,0.103451,0.283981,6791.4,-0.15457,20.0335,20,142.907
5.05,69.9531,0.104486,0.286818,6791.31,-0.156095,20.0338,20,142.805
5.1,69.9521,0.10552,0.289656,6791.23,-0.15762,20.0342,20,142.703
5.15,69.9512,0.106555,0.292493,6791.14,-0.159144,20.0346,20,142.601
5.2,69.9503,0.10759,0.295331,6791.06,-0.160667,20.035,20,142.499
5.25,69.9493,0.108625,0.298169,6790.97,-0.16219,20.0354,20,142.396
5.3,69.9483,0.109659,0.301006,6790.89,-0.163713,20.0357,20,142.292
5.35,69.9474,0.110694,0.303843,6790.8,-0.165235,20.0361,20,142.188
5.4,69.9464,0.111729,0.306681,6790.72,-0.166756,20.0365,20,142.084
5.45,69.9454,0.112764,0.309518,6790.63,-0.168277,20.0369,20,141.979
5.5,69.9444,0.113799,0.312355,6790.54,-0.169798,20.0373,20,141.874
5.55,69.9434,0.114833,0.315193,6790.46,-0.171318,20.0377,20,141.768
5.6,69.9424,0.115868,0.31803,6790.37,-0.172837,20.0381,20,141.662
5.65,69.9413,0.116903,0.320867,6790.29,-0.174356,20.0384,20,141.555
5.7,69.9403,0.117938,0.323704,6790.2,-0.175874,20.0388,20,141.448
5.75,69.9392,0.118973,0.326541,6790.12,-0.177391,20.0392,20,141.341
5.8,69.9382,0.120007,0.329378,6790.03,-0.178908,20.0396,20,141.233
5.85,69.9371,0.121042,0.332215,6789.95,-0.180425,20.04,20,141.124
5.9,69.936,0.122077,0.335052,6789.86,-0.181941,20.0404,20,141.015
5.95,69.935,0.123112,0.337889,6789.77,-0.183456,20.0408,20,140.906
6,69.9339,0.124147,0.340726,6789.69,-0.184971,20.0412,20,140.796
6.05,69.9328,0.125182,0.343563,6789.6,-0.186485,20.0416,20,140.686
6.1,69.9317,0.126217,0.3464,6789.52,-0.187998,20.042,20,140.575
6.15,69.9305,0.127251,0.349236,6789.43,-0.189511,20.0424,20,140.464
6.2,69.9294,0.128286,0.352073,6789.35,-0.191023,20.0428,20,140.352
6.25,69.9283,0.129321,0.35491,6789.26,-0.192535,20.0432,20,140.24
6.3,69.9271,0.130356,0.357746,6789.18,-0.194046,20.0436,20,140.127
6.35,69.926,0.131391,0.360583,6789.09,-0.195557,20.044,20,140.014
6.4,69.9248,0.132426,0.36342,6789,-0.197066,20.0444,20,139.9
6.45,69.9236,0.133461,0.366256,6788.92,-0.198576,20.0448,20,139.786
6.5,69.9225,0.134496,0.369093,6788.83,-0.200084,20.0452,20,139.671
6.55,69.9213,0.135531,0.371929,6788.75,-0.201592,20.0456,20,139.556
6.6,69.9201,0.136566,0.374765,6788.66,-0.203099,20.046,20,139.441
6.65,69.9189,0.137601,0.377602,6788.58,-0.204606,20.0465,20,139.325
6.7,69.9177,0.138636,0.380438,6788.49,-0.206112,20.0469,20,139.208
6.75,69.9164,0.139671,0.383274,6788.41,-0.207617,20.0473,20,139.091
6.8,69.9152,0.140706,0.38611,6788.32,-0.209122,20.0477,20,138.973
6.85,69.914,0.14174,0.388946,6788.23,-0.210626,20.0481,20,138.855
6.9,69.9127,0.142775,0.391783,6788.15,-0.212129,20.0485,20,138.737
6.95,69.9114,0.14381,0.394619,6788.06,-0.213632,20.0489,20,138.618
7,69.9102,0.144845,0.397455,6787.98,-0.215134,20.0494,20,138.498
7.05,69.9089,0.145881,0.400291,6787.89,-0.216635,20.0498,20,138.378
7.1,69.9076,0.146916,0.403127,6787.81,-0.218135,20.0502,20,138.257
7.15,69.9063,0.147951,0.405962,6787.72,-0.219635,20.0506,20,138.136
7.2,69.905,0.148986,0.408798,6787.64,-0.221134,20.051,20,138.015
7.25,69.9037,0.150021,0.411634,6787.55,-0.222633,20.0515,20,137.893
7.3,69.9024,0.151056,0.41447,6787.46,-0.22413,20.0519,20,137.77
7.35,69.901,0.152091,0.417306,6787.38,-0.225627,20.0523,20,137.647
7.4,69.8997,0.153126,0.420141,6787.29,-0.227124,20.0527,20,137.523
7.45,69.8983,0.154161,0.422977,6787.21,-0.228619,20.0532,20,137.399
7.5,69.897,0.155196,0.425812,6787.12,-0.230114,20.0536,20,137.274
7.55,69.8956,0.156231,0.428648,6787.04,-0.231608,20.054,20,137.149
7.6,69.8942,0.157266,0.431483,6786.95,-0.233101,20.0545,20,137.024
7.65,69.8929,0.158301,0.434319,6786.87,-0.234594,20.0549,20,136.897
7.7,69.8915,0.159336,0.437154,6786.78,-0.236085,20.0553,20,136.771
7.75,69.8901,0.160372,0.43999,6786.69,-0.237576,20.0558,20,136.643
7.8,69.8886,0.161407,0.442825,6786.61,-0.239067,20.0562,20,136.515
7.85,69.8872,0.162442,0.44566,6786.52,-0.240556,20.0566,20,136.387
7.9,69.8858,0.163477,0.448496,6786.44,-0.242045,20.0571,20,136.258
7.95,69.8844,0.164512,0.451331,6786.35,-0.243532,20.0575,20,136.129
8,69.8829,0.165547,0.454166,6786.27,-0.245019,20.058,20,135.999
8.05,69.8815,0.166583,0.457001,6786.18,-0.246506,20.0584,20,135.868
8.1,69.88,0.167618,0.459836,6786.1,-0.247991,20.0588,20,135.737
8.15,69.8785,0.168653,0.462671,6786.01,-0.249476,20.0593,20,135.606
8.2,69.877,0.169688,0.465506,6785.92,-0.250959,20.0597,20,135.473
8.25,69.8755,0.170723,0.468341,6785.84,-0.252442,20.0602,20,135.341
8.3,69.874,0.171759,0.471176,6785.75,-0.253924,20.0606,20,135.208
8.35,69.8725,0.172794,0.474011,6785.67,-0.255406,20.0611,20,135.074
8.4,69.871,0.173829,0.476846,6785.58,-0.256886,20.0615,20,134.94
8.45,69.8695,0.174864,0.47968,6785.5,-0.258366,20.062,20,134.805
8.5,69.868,0.1759,0.482515,6785.41,-0.259844,20.0624,20,134.669
8.55,69.8664,0.176935,0.48535,6785.32,-0.261322,20.0629,20,134.533
8.6,69.8649,0.17797,0.488184,6785.24,-0.262799,20.0633,20,134.397
8.65,69.8633,0.179006,0.491019,6785.15,-0.264275,20.0638,20,134.26
8.7,69.8617,0.180041,0.493854,6785.07,-0.26575,20.0642,20,134.122
8.75,69.8602,0.181076,0.496688,6784.98,-0.267224,20.0647,20,133.984
8.8,69.8586,0.182112,0.499522,6784.9,-0.268698,20.0652,20,133.845
8.85,69.857,0.183147,0.502357,6784.81,-0.27017,20.0656,20,133.706
8.9,69.8554,0.184182,0.505191,6784.73,-0.271642,20.0661,20,133.566
8.95,69.8538,0.185218,0.508026,6784.64,-0.273112,20.0665,20,133.425
9,69.8521,0.186253,0.51086,6784.55,-0.274582,20.067,20,133.284
9.05,69.8505,0.187288,0.513694,6784.47,-0.276051,20.0675,20,133.143
9.1,69.8489,0.188324,0.516528,6784.38,-0.277518,20.0679,20,133.001
9.15,69.8472,0.189359,0.519362,6784.3,-0.278985,20.0684,20,132.858
9.2,69.8456,0.190395,0.522197,6784.21,-0.280451,20.0689,20,132.715
9.25,69.8439,0.19143,0.525031,6784.13,-0.281916,20.0693,20,132.571
9.3,69.8422,0.192466,0.527865,6784.04,-0.28338,20.0698,20,132.426
9.35,69.8405,0.193501,0.530699,6783.95,-0.284843,20.0703,20,132.281
9.4,69.8389,0.194536,0.533533,6783.87,-0.286305,20.0708,20,132.136
9.45,69.8372,0.195572,0.536366,6783.78,-0.287766,20.0712,20,131.99
9.5,69.8355,0.196607,0.5392,6783.7,-0.289226,20.0717,20,131.843
9.55,69.8337,0.197643,0.542034,6783.61,-0.290685,20.0722,20,131.695
9.6,69.832,0.198678,0.544868,6783.53,-0.292143,20.0727,20,131.547
9.65,69.8303,0.199714,0.547702,6783.44,-0.293599,20.0732,20,131.399
9.7,69.8285,0.200749,0.550535,6783.35,-0.295055,20.0736,20,131.25
9.75,69.8268,0.201785,0.553369,6783.27,-0.29651,20.0741,20,131.1
9.8,69.825,0.202821,0.556202,6783.18,-0.297964,20.0746,20,130.95
9.85,69.8233,0.203856,0.559036,6783.1,-0.299417,20.0751,20,130.799
9.9,69.8215,0.204892,0.561869,6783.01,-0.300868,20.0756,20,130.647
9.95,69.8197,0.205927,0.564703,6782.93,-0.302319,20.0761,20,130.495
10,69.8179,0.206963,0.567536,6782.84,-0.303768,20.0765,20,130.343
10.05,69.8161,0.207999,0.57037,6782.75,-0.305217,20.077,20,130.189
10.1,69.8143,0.209034,0.573203,6782.67,-0.306664,20.0775,20,130.035
10.15,69.8125,0.21007,0.576036,6782.58,-0.30811,20.078,20,129.881
10.2,69.8106,0.211105,0.578869,6782.5,-0.309555,20.0785,20,129.726
10.25,69.8088,0.212141,0.581703,6782.41,-0.310999,20.079,20,129.57
10.3,69.807,0.213177,0.584536,6782.32,-0.312442,20.0795,20,129.414
10.35,69.8051,0.214212,0.587369,6782.24,-0.313884,20.08,20,129.257
10.4,69.8032,0.215248,0.590202,6782.15,-0.315324,20.0805,20,129.099
10.45,69.8014,0.216284,0.593035,6782.07,-0.316764,20.081,20,128.941
10.5,69.7995,0.21732,0.595868,6781.98,-0.318202,20.0815,20,128.782
10.55,69.7976,0.218355,0.598701,6781.9,-0.319639,20.082,20,128.623
10.6,69.7957,0.219391,0.601534,6781.81,-0.321075,20.0825,20,128.462
10.65,69.7938,0.220427,0.604366,6781.72,-0.322509,20.083,20,128.302
10.7,69.7919,0.221463,0.607199,6781.64,-0.323943,20.0835,20,128.14
10.75,69.79,0.222498,0.610032,6781.55,-0.325375,20.084,20,127.978
10.8,69.788,0.223534,0.612865,6781.47,-0.326806,20.0845,20,127.816
10.85,69.7861,0.22457,0.615697,6781.38,-0.328236,20.085,20,127.652
10.9,69.7842,0.225606,0.61853,6781.29,-0.329665,20.0856,20,127.488
10.95,69.7822,0.226642,0.621362,6781.21,-0.331092,20.0861,20,127.324
11,69.7802,0.227677,0.624195,6781.12,-0.332518,20.0866,20,127.158
11.05,69.7783,0.228713,0.627027,6781.04,-0.333943,20.0871,20,126.992
11.1,69.7763,0.229749,0.62986,6780.95,-0.335367,20.0876,20,126.826
11.15,69.7743,0.230785,0.632692,6780.86,-0.336789,20.0881,20,126.658
11.2,69.7723,0.231821,0.635525,6780.78,-0.33821,20.0887,20,126.49
11.25,69.7703,0.232857,0.638357,6780.69,-0.33963,20.0892,20,126.322
11.3,69.7683,0.233893,0.641189,6780.61,-0.341048,20.0897,20,126.152
11.35,69.7663,0.234929,0.644021,6780.52,-0.342465,20.0902,20,125.982
11.4,69.7642,0.235965,0.646853,6780.43,-0.343881,20.0907,20,125.811
11.45,69.7622,0.237001,0.649686,6780.35,-0.345295,20.0913,20,125.64
11.5,69.7601,0.238037,0.652518,6780.26,-0.346708,20.0918,20,125.468
11.55,69.7581,0.239073,0.65535,6780.18,-0.34812,20.0923,20,125.295
11.6,69.756,0.240109,0.658182,6780.09,-0.34953,20.0929,20,125.121
11.65,69.7539,0.241145,0.661014,6780,-0.350939,20.0934,20,124.947
11.7,69.7519,0.242181,0.663845,6779.92,-0.352347,20.0939,20,124.771
11.75,69.7498,0.243217,0.666677,6779.83,-0.353753,20.0945,20,124.595
11.8,69.7477,0.244253,0.669509,6779.74,-0.355158,20.095,20,124.419
11.85,69.7456,0.245289,0.672341,6779.66,-0.356561,20.0955,20,124.241
11.9,69.7435,0.246325,0.675173,6779.57,-0.357963,20.0961,20,124.063
11.95,69.7413,0.247361,0.678004,6779.49,-0.359364,20.0966,20,123.884
12,69.7392,0.248397,0.680836,6779.4,-0.360763,20.0971,20,123.704
12.05,69.7371,0.249433,0.683667,6779.31,-0.36216,20.0977,20,123.523
12.1,69.7349,0.250469,0.686499,6779.23,-0.363556,20.0982,20,123.341
12.15,69.7328,0.251506,0.68933,6779.14,-0.364951,20.0988,20,123.159
12.2,69.7306,0.252542,0.692162,6779.06,-0.366344,20.0993,20,122.975
12.25,69.7284,0.253578,0.694993,6778.97,-0.367735,20.0999,20,122.791
12.3,69.7263,0.254614,0.697824,6778.88,-0.369125,20.1004,20,122.606
12.35,69.7241,0.25565,0.700656,6778.8,-0.370514,20.101,20,122.42
12.4,69.7219,0.256687,0.703487,6778.71,-0.371901,20.1015,20,122.233
12.45,69.7197,0.257723,0.706318,6778.62,-0.373286,20.1021,20,122.045
12.5,69.7175,0.258759,0.709149,6778.54,-0.37467,20.1026,20,121.856
12.55,69.7152,0.259795,0.711981,6778.45,-0.376052,20.1032,20,121.666
12.6,69.713,0.260832,0.714812,6778.36,-0.377433,20.1037,20,121.475
12.65,69.7108,0.261868,0.717643,6778.28,-0.378811,20.1043,20,121.283
12.7,69.7085,0.262904,0.720474,6778.19,-0.380189,20.1048,20,121.09
12.75,69.7063,0.263941,0.723304,6778.11,-0.381564,20.1054,20,120.896
12.8,69.704,0.264977,0.726135,6778.02,-0.382938,20.106,20,120.701
12.85,69.7017,0.266013,0.728966,6777.93,-0.384311,20.1065,20,120.505
12.9,69.6995,0.26705,0.731797,6777.85,-0.385681,20.1071,20,120.307
12.95,69.6972,0.268086,0.734628,6777.76,-0.38705,20.1077,20,120.108
13,69.6949,0.269123,0.737458,6777.67,-0.388418,20.1082,20,119.908
13.05,69.6926,0.270159,0.740289,6777.59,-0.389783,20.1088,20,119.707
13.1,69.6903,0.271196,0.74312,6777.5,-0.391147,20.1094,20,119.505
13.15,69.688,0.272232,0.74595,6777.41,-0.392509,20.1099,20,119.301
13.2,69.6856,0.273269,0.748781,6777.33,-0.393869,20.1105,20,119.096
13.25,69.6833,0.274305,0.751611,6777.24,-0.395227,20.1111,20,118.889
13.3,69.681,0.275342,0.754442,6777.15,-0.396584,20.1116,20,118.681
13.35,69.6786,0.276378,0.757272,6777.07,-0.397938,20.1122,20,118.472
13.4,69.6763,0.277415,0.760102,6776.98,-0.399291,20.1128,20,118.261
13.45,69.6739,0.278451,0.762933,6776.89,-0.400642,20.1134,20,118.049
13.5,69.6715,0.279488,0.765763,6776.81,-0.401991,20.114,20,117.835
13.55,69.6691,0.280524,0.768593,6776.72,-0.403338,20.1145,20,117.619
13.6,69.6667,0.281561,0.771423,6776.63,-0.404683,20.1151,20,117.402
13.65,69.6643,0.282598,0.774253,6776.55,-0.406026,20.1157,20,117.183
13.7,69.6619,0.283634,0.777083,6776.46,-0.407367,20.1163,20,116.962
13.75,69.6595,0.284671,0.779913,6776.37,-0.408706,20.1169,20,116.739
13.8,69.6571,0.285708,0.782743,6776.29,-0.410043,20.1175,20,116.515
13.85,69.6547,0.286744,0.785573,6776.2,-0.411378,20.1181,20,116.288
13.9,69.6522,0.287781,0.788403,6776.11,-0.412711,20.1186,20,116.06
13.95,69.6498,0.288818,0.791233,6776.03,-0.414042,20.1192,20,115.829
14,69.6473,0.289854,0.794063,6775.94,-0.415371,20.1198,20,115.597
14.05,69.6449,0.290891,0.796893,6775.85,-0.416697,20.1204,20,115.362
14.1,69.6424,0.291928,0.799722,6775.77,-0.418021,20.121,20,115.125
14.15,69.6399,0.292965,0.802552,6775.68,-0.419343,20.1216,20,114.886
14.2,69.6375,0.294002,0.805381,6775.59,-0.420663,20.1222,20,114.645
14.25,69.635,0.295038,0.808211,6775.51,-0.421981,20.1228,20,114.401
14.3,69.6325,0.296075,0.811041,6775.42,-0.423296,20.1234,20,114.154
14.35,69.63,0.297112,0.81387,6775.33,-0.424609,20.124,20,113.906
14.4,69.6274,0.298149,0.816699,6775.25,-0.425919,20.1246,20,113.654
14.45,69.6249,0.299186,0.819529,6775.16,-0.427227,20.1252,20,113.4
14.5,69.6224,0.300223,0.822358,6775.07,-0.428533,20.1258,20,113.143
14.55,69.6199,0.30126,0.825187,6774.98,-0.429836,20.1265,20,112.884
14.6,69.6173,0.302297,0.828017,6774.9,-0.431137,20.1271,20,112.621
14.65,69.6148,0.303334,0.830846,6774.81,-0.432435,20.1277,20,112.356
14.7,69.6122,0.304371,0.833675,6774.72,-0.43373,20.1283,20,112.087
14.75,69.6096,0.305408,0.836504,6774.64,-0.435023,20.1289,20,111.816
14.8,69.6071,0.306445,0.839333,6774.55,-0.436313,20.1295,20,111.542
14.85,69.6045,0.307482,0.842162,6774.46,-0.437601,20.1301,20,111.264
14.9,69.6019,0.308519,0.844991,6774.38,-0.438885,20.1308,20,110.983
14.95,69.5993,0.309556,0.84782,6774.29,-0.440167,20.1314,20,110.699
15,69.5967,0.310593,0.850649,6774.2,-0.441447,20.132,20,110.412
15.05,69.5941,0.31163,0.853477,6774.11,-0.442723,20.1326,20,110.121
15.1,69.5914,0.312667,0.856306,6774.03,-0.443996,20.1332,20,109.827
15.15,69.5888,0.313704,0.859135,6773.94,-0.445266,20.1339,20,109.529
15.2,69.5862,0.314742,0.861964,6773.85,-0.446534,20.1345,20,109.228
15.25,69.5835,0.315779,0.864792,6773.77,-0.447798,20.1351,20,108.923
15.3,69.5809,0.316816,0.867621,6773.68,-0.449059,20.1358,20,108.614
15.35,69.5782,0.317853,0.870449,6773.59,-0.450317,20.1364,20,108.303
15.4,69.5756,0.318891,0.873278,6773.5,-0.451572,20.137,20,107.987
15.45,69.5729,0.319928,0.876106,6773.42,-0.452824,20.1377,20,107.668
15.5,69.5702,0.320965,0.878934,6773.33,-0.454072,20.1383,20,107.345
15.55,69.5675,0.322002,0.881763,6773.24,-0.455317,20.1389,20,107.018
15.6,69.5648,0.32304,0.884591,6773.15,-0.456559,20.1396,20,106.688
15.65,69.5621,0.324077,0.887419,6773.07,-0.457797,20.1402,20,106.354
15.7,69.5594,0.325114,0.890247,6772.98,-0.459032,20.1408,20,106.017
15.75,69.5567,0.326152,0.893076,6772.89,-0.460263,20.1415,20,105.676
15.8,69.554,0.327189,0.895904,6772.8,-0.461491,20.1421,20,105.332
15.85,69.5512,0.328227,0.898732,6772.72,-0.462715,20.1428,20,104.984
15.9,69.5485,0.329264,0.90156,6772.63,-0.463936,20.1434,20,104.632
15.95,69.5458,0.330301,0.904388,6772.54,-0.465152,20.1441,20,104.277
16,69.543,0.331339,0.907216,6772.45,-0.466365,20.1447,20,103.919
16.05,69.5402,0.332376,0.910043,6772.37,-0.467574,20.1454,20,103.558
16.1,69.5375,0.333414,0.912871,6772.28,-0.468779,20.146,20,103.193
16.15,69.5347,0.334452,0.915699,6772.19,-0.469981,20.1467,20,102.825
16.2,69.5319,0.335489,0.918527,6772.1,-0.471178,20.1473,20,102.455
16.25,69.5291,0.336527,0.921354,6772.02,-0.472372,20.148,20,102.081
16.3,69.5263,0.337564,0.924182,6771.93,-0.473561,20.1486,20,101.705
16.35,69.5235,0.338602,0.92701,6771.84,-0.474747,20.1493,20,101.327
16.4,69.5207,0.33964,0.929837,6771.75,-0.475928,20.15,20,100.946
16.45,69.5179,0.340677,0.932665,6771.66,-0.477105,20.1506,20,100.562
16.5,69.5151,0.341715,0.935492,6771.58,-0.478278,20.1513,20,100.177
16.55,69.5123,0.342753,0.938319,6771.49,-0.479447,20.1519,20,99.7895
16.6,69.5094,0.34379,0.941147,6771.4,-0.480611,20.1526,20,99.4003
16.65,69.5066,0.344828,0.943974,6771.31,-0.481772,20.1533,20,99.0096
16.7,69.5037,0.345866,0.946801,6771.23,-0.482928,20.1539,20,98.6174
16.75,69.5009,0.346904,0.949628,6771.14,-0.484079,20.1546,20,98.2241
16.8,69.498,0.347941,0.952456,6771.05,-0.485227,20.1553,20,97.8297
16.85,69.4951,0.348979,0.955283,6770.96,-0.48637,20.1559,20,97.4344
16.9,69.4923,0.350017,0.95811,6770.87,-0.487508,20.1566,20,97.0386
