Time,Alt_km,Lon_deg,Lat_deg,Vel,Gamma_deg,Psi_deg,Alpha_deg,Bank_deg
42.3,39.189,1.62032,1.57851,5966.2,-0.188508,46.4941,3.30957,40.9185
42.35,39.188,1.62225,1.58035,5966.16,-0.188507,46.4959,3.30957,40.9161
42.4,39.187,1.62418,1.58218,5966.12,-0.188506,46.4976,3.30957,40.9139
42.45,39.1861,1.62612,1.58402,5966.08,-0.188505,46.4994,3.30957,40.9118
42.5,39.1851,1.62805,1.58585,5966.04,-0.188503,46.5012,3.30957,40.9098
42.55,39.1841,1.62999,1.58769,5966,-0.188502,46.503,3.30957,40.9079
42.6,39.1831,1.63192,1.58952,5965.96,-0.188499,46.5047,3.30957,40.9061
42.65,39.1821,1.63386,1.59136,5965.92,-0.188497,46.5065,3.30957,40.9044
42.7,39.1812,1.63579,1.59319,5965.87,-0.188494,46.5083,3.30957,40.9029
42.75,39.1802,1.63773,1.59503,5965.83,-0.188491,46.5101,3.30957,40.9014
42.8,39.1792,1.63966,1.59686,5965.79,-0.188488,46.5118,3.30957,40.9001
42.85,39.1782,1.6416,1.5987,5965.75,-0.188485,46.5136,3.30957,40.8988
42.9,39.1772,1.64353,1.60053,5965.71,-0.188481,46.5154,3.30957,40.8977
42.95,39.1762,1.64547,1.60237,5965.67,-0.188477,46.5172,3.30957,40.8967
43,39.1753,1.64741,1.6042,5965.63,-0.188473,46.5189,3.30957,40.8957
43.05,39.1743,1.64934,1.60604,5965.59,-0.188469,46.5207,3.30957,40.8949
43.1,39.1733,1.65128,1.60787,5965.55,-0.188464,46.5225,3.30957,40.8941
43.15,39.1723,1.65321,1.60971,5965.51,-0.188459,46.5243,3.30957,40.8935
43.2,39.1713,1.65515,1.61154,5965.47,-0.188454,46.5261,3.30957,40.893
43.25,39.1704,1.65708,1.61337,5965.43,-0.188449,46.5278,3.30957,40.8925
43.3,39.1694,1.65902,1.61521,5965.39,-0.188443,46.5296,3.30957,40.8922
43.35,39.1684,1.66095,1.61704,5965.34,-0.188437,46.5314,3.30957,40.8919
43.4,39.1674,1.66289,1.61888,5965.3,-0.188431,46.5332,3.30957,40.8917
43.45,39.1664,1.66482,1.62071,5965.26,-0.188425,46.535,3.30957,40.8916
43.5,39.1655,1.66676,1.62254,5965.22,-0.188418,46.5367,3.30957,40.8916
43.55,39.1645,1.6687,1.62438,5965.18,-0.188412,46.5385,3.30957,40.8917
43.6,39.1635,1.67063,1.62621,5965.14,-0.188405,46.5403,3.30957,40.8919
43.65,39.1625,1.67257,1.62805,5965.1,-0.188398,46.5421,3.30957,40.8922
43.7,39.1615,1.6745,1.62988,5965.06,-0.188391,46.5439,3.30957,40.8925
43.75,39.1605,1.67644,1.63171,5965.02,-0.188383,46.5456,3.30957,40.893
43.8,39.1596,1.67838,1.63355,5964.98,-0.188375,46.5474,3.30957,40.8935
43.85,39.1586,1.68031,1.63538,5964.94,-0.188368,46.5492,3.30957,40.8941
43.9,39.1576,1.68225,1.63721,5964.9,-0.188359,46.551,3.30957,40.8948
43.95,39.1566,1.68418,1.63905,5964.85,-0.188351,46.5528,3.30957,40.8955
44,39.1556,1.68612,1.64088,5964.81,-0.188343,46.5546,3.30957,40.8963
44.05,39.1547,1.68806,1.64271,5964.77,-0.188334,46.5563,3.30957,40.8973
44.1,39.1537,1.68999,1.64455,5964.73,-0.188338,46.5581,3.29199,40.8983
44.15,39.1527,1.69193,1.64638,5964.69,-0.188341,46.5599,3.29199,40.8943
44.2,39.1517,1.69387,1.64821,5964.65,-0.188343,46.5617,3.29199,40.8905
44.25,39.1507,1.6958,1.65004,5964.61,-0.188346,46.5634,3.29199,40.8868
44.3,39.1498,1.69774,1.65188,5964.57,-0.188348,46.5652,3.29199,40.8833
44.35,39.1488,1.69967,1.65371,5964.53,-0.188349,46.567,3.29199,40.8799
44.4,39.1478,1.70161,1.65554,5964.49,-0.188351,46.5688,3.29199,40.8766
44.45,39.1468,1.70355,1.65738,5964.45,-0.188352,46.5705,3.29199,40.8734
44.5,39.1458,1.70548,1.65921,5964.41,-0.188353,46.5723,3.29199,40.8704
44.55,39.1449,1.70742,1.66104,5964.37,-0.188353,46.5741,3.29199,40.8675
44.6,39.1439,1.70936,1.66287,5964.32,-0.188354,46.5759,3.29199,40.8647
44.65,39.1429,1.71129,1.6647,5964.28,-0.188354,46.5776,3.29199,40.8621
44.7,39.1419,1.71323,1.66654,5964.24,-0.188353,46.5794,3.29199,40.8595
44.75,39.1409,1.71517,1.66837,5964.2,-0.188353,46.5812,3.29199,40.8571
44.8,39.14,1.71711,1.6702,5964.16,-0.188352,46.583,3.29199,40.8548
44.85,39.139,1.71904,1.67203,5964.12,-0.188351,46.5847,3.29199,40.8527
44.9,39.138,1.72098,1.67386,5964.08,-0.188349,46.5865,3.29199,40.8506
44.95,39.137,1.72292,1.6757,5964.04,-0.188347,46.5883,3.29199,40.8486
45,39.136,1.72485,1.67753,5964,-0.188345,46.5901,3.29199,40.8468
45.05,39.1351,1.72679,1.67936,5963.96,-0.188343,46.5918,3.29199,40.8451
45.1,39.1341,1.72873,1.68119,5963.92,-0.18834,46.5936,3.29199,40.8435
45.15,39.1331,1.73066,1.68302,5963.88,-0.188338,46.5954,3.29199,40.8419
45.2,39.1321,1.7326,1.68485,5963.84,-0.188335,46.5972,3.29199,40.8405
45.25,39.1311,1.73454,1.68669,5963.79,-0.188331,46.599,3.29199,40.8392
45.3,39.1302,1.73648,1.68852,5963.75,-0.188328,46.6007,3.29199,40.838
45.35,39.1292,1.73841,1.69035,5963.71,-0.188324,46.6025,3.29199,40.8369
45.4,39.1282,1.74035,1.69218,5963.67,-0.18832,46.6043,3.29199,40.8359
45.45,39.1272,1.74229,1.69401,5963.63,-0.188316,46.6061,3.29199,40.8351
45.5,39.1262,1.74423,1.69584,5963.59,-0.188311,46.6079,3.29199,40.8343
45.55,39.1253,1.74616,1.69767,5963.55,-0.188306,46.6096,3.29199,40.8336
45.6,39.1243,1.7481,1.6995,5963.51,-0.188301,46.6114,3.29199,40.833
45.65,39.1233,1.75004,1.70133,5963.47,-0.188296,46.6132,3.29199,40.8325
45.7,39.1223,1.75198,1.70316,5963.43,-0.188291,46.615,3.29199,40.832
45.75,39.1213,1.75392,1.705,5963.39,-0.188285,46.6168,3.29199,40.8317
45.8,39.1204,1.75585,1.70683,5963.35,-0.188279,46.6185,3.29199,40.8315
45.85,39.1194,1.75779,1.70866,5963.3,-0.188273,46.6203,3.29199,40.8314
45.9,39.1184,1.75973,1.71049,5963.26,-0.188267,46.6221,3.29199,40.8313
45.95,39.1174,1.76167,1.71232,5963.22,-0.18826,46.6239,3.29199,40.8314
46,39.1164,1.7636,1.71415,5963.18,-0.188253,46.6257,3.29199,40.8315
46.05,39.1155,1.76554,1.71598,5963.14,-0.188246,46.6275,3.29199,40.8317
46.1,39.1145,1.76748,1.71781,5963.1,-0.188239,46.6292,3.29199,40.832
46.15,39.1135,1.76942,1.71964,5963.06,-0.188232,46.631,3.29199,40.8324
46.2,39.1125,1.77136,1.72147,5963.02,-0.188224,46.6328,3.29199,40.8329
46.25,39.1115,1.7733,1.7233,5962.98,-0.188216,46.6346,3.29199,40.8334
46.3,39.1106,1.77523,1.72513,5962.94,-0.188208,46.6364,3.29199,40.834
46.35,39.1096,1.77717,1.72696,5962.89,-0.1882,46.6382,3.29199,40.8348
46.4,39.1086,1.77911,1.72879,5962.85,-0.188192,46.6399,3.29199,40.8356
46.45,39.1076,1.78105,1.73062,5962.81,-0.188183,46.6417,3.29199,40.8364
46.5,39.1066,1.78299,1.73245,5962.77,-0.188187,46.6435,3.27441,40.8374
46.55,39.1057,1.78493,1.73428,5962.73,-0.18819,46.6453,3.27441,40.8333
46.6,39.1047,1.78686,1.73611,5962.69,-0.188193,46.647,3.27441,40.8295
46.65,39.1037,1.7888,1.73793,5962.65,-0.188196,46.6488,3.27441,40.8257
46.7,39.1027,1.79074,1.73976,5962.61,-0.188198,46.6506,3.27441,40.8221
46.75,39.1018,1.79268,1.74159,5962.57,-0.1882,46.6524,3.27441,40.8186
46.8,39.1008,1.79462,1.74342,5962.53,-0.188201,46.6542,3.27441,40.8153
46.85,39.0998,1.79656,1.74525,5962.49,-0.188203,46.6559,3.27441,40.812
46.9,39.0988,1.7985,1.74708,5962.45,-0.188204,46.6577,3.27441,40.8089
46.95,39.0978,1.80044,1.74891,5962.41,-0.188204,46.6595,3.27441,40.806
47,39.0969,1.80237,1.75074,5962.36,-0.188205,46.6613,3.27441,40.8031
47.05,39.0959,1.80431,1.75257,5962.32,-0.188205,46.663,3.27441,40.8004
47.1,39.0949,1.80625,1.7544,5962.28,-0.188205,46.6648,3.27441,40.7978
47.15,39.0939,1.80819,1.75622,5962.24,-0.188204,46.6666,3.27441,40.7953
47.2,39.0929,1.81013,1.75805,5962.2,-0.188203,46.6684,3.27441,40.793
47.25,39.092,1.81207,1.75988,5962.16,-0.188202,46.6701,3.27441,40.7907
47.3,39.091,1.81401,1.76171,5962.12,-0.188201,46.6719,3.27441,40.7886
47.35,39.09,1.81595,1.76354,5962.08,-0.188199,46.6737,3.27441,40.7866
47.4,39.089,1.81789,1.76537,5962.04,-0.188198,46.6755,3.27441,40.7847
47.45,39.088,1.81983,1.76719,5962,-0.188195,46.6773,3.27441,40.7829
47.5,39.0871,1.82177,1.76902,5961.96,-0.188193,46.679,3.27441,40.7812
47.55,39.0861,1.82371,1.77085,5961.91,-0.18819,46.6808,3.27441,40.7796
47.6,39.0851,1.82565,1.77268,5961.87,-0.188188,46.6826,3.27441,40.7782
47.65,39.0841,1.82758,1.77451,5961.83,-0.188184,46.6844,3.27441,40.7768
47.7,39.0831,1.82952,1.77633,5961.79,-0.188181,46.6862,3.27441,40.7755
47.75,39.0822,1.83146,1.77816,5961.75,-0.188177,46.6879,3.27441,40.7744
47.8,39.0812,1.8334,1.77999,5961.71,-0.188173,46.6897,3.27441,40.7733
47.85,39.0802,1.83534,1.78182,5961.67,-0.188169,46.6915,3.27441,40.7724
47.9,39.0792,1.83728,1.78364,5961.63,-0.188165,46.6933,3.27441,40.7715
47.95,39.0783,1.83922,1.78547,5961.59,-0.18816,46.6951,3.27441,40.7708
48,39.0773,1.84116,1.7873,5961.55,-0.188155,46.6968,3.27441,40.7701
48.05,39.0763,1.8431,1.78913,5961.51,-0.18815,46.6986,3.27441,40.7696
48.1,39.0753,1.84504,1.79095,5961.46,-0.188145,46.7004,3.27441,40.7691
48.15,39.0743,1.84698,1.79278,5961.42,-0.188139,46.7022,3.27441,40.7687
48.2,39.0734,1.84892,1.79461,5961.38,-0.188133,46.704,3.27441,40.7684
48.25,39.0724,1.85086,1.79643,5961.34,-0.188127,46.7057,3.27441,40.7682
48.3,39.0714,1.8528,1.79826,5961.3,-0.188121,46.7075,3.27441,40.7681
48.35,39.0704,1.85474,1.80009,5961.26,-0.188115,46.7093,3.27441,40.7681
48.4,39.0694,1.85668,1.80192,5961.22,-0.188108,46.7111,3.27441,40.7682
48.45,39.0685,1.85862,1.80374,5961.18,-0.188101,46.7129,3.27441,40.7684
48.5,39.0675,1.86056,1.80557,5961.14,-0.188094,46.7147,3.27441,40.7686
48.55,39.0665,1.8625,1.8074,5961.1,-0.188087,46.7165,3.27441,40.769
48.6,39.0655,1.86444,1.80922,5961.05,-0.18808,46.7182,3.27441,40.7694
48.65,39.0645,1.86638,1.81105,5961.01,-0.188072,46.72,3.27441,40.7699
48.7,39.0636,1.86833,1.81287,5960.97,-0.188064,46.7218,3.27441,40.7704
48.75,39.0626,1.87027,1.8147,5960.93,-0.188056,46.7236,3.27441,40.7711
48.8,39.0616,1.87221,1.81653,5960.89,-0.188048,46.7254,3.27441,40.7719
48.85,39.0606,1.87415,1.81835,5960.85,-0.188039,46.7272,3.27441,40.7727
48.9,39.0597,1.87609,1.82018,5960.81,-0.188031,46.729,3.27441,40.7736
48.95,39.0587,1.87803,1.82201,5960.77,-0.188034,46.7307,3.25684,40.7745
49,39.0577,1.87997,1.82383,5960.73,-0.188037,46.7325,3.25684,40.7705
49.05,39.0567,1.88191,1.82566,5960.69,-0.18804,46.7343,3.25684,40.7666
49.1,39.0557,1.88385,1.82748,5960.64,-0.188043,46.7361,3.25684,40.7629
49.15,39.0548,1.88579,1.82931,5960.6,-0.188045,46.7378,3.25684,40.7593
49.2,39.0538,1.88773,1.83113,5960.56,-0.188047,46.7396,3.25684,40.7558
49.25,39.0528,1.88967,1.83296,5960.52,-0.188049,46.7414,3.25684,40.7524
49.3,39.0518,1.89161,1.83479,5960.48,-0.18805,46.7432,3.25684,40.7492
49.35,39.0509,1.89356,1.83661,5960.44,-0.188051,46.7449,3.25684,40.7461
49.4,39.0499,1.8955,1.83844,5960.4,-0.188052,46.7467,3.25684,40.7431
49.45,39.0489,1.89744,1.84026,5960.36,-0.188052,46.7485,3.25684,40.7403
49.5,39.0479,1.89938,1.84209,5960.32,-0.188052,46.7503,3.25684,40.7376
49.55,39.0469,1.90132,1.84391,5960.28,-0.188052,46.7521,3.25684,40.735
49.6,39.046,1.90326,1.84574,5960.24,-0.188052,46.7538,3.25684,40.7325
49.65,39.045,1.9052,1.84756,5960.19,-0.188051,46.7556,3.25684,40.7301
49.7,39.044,1.90714,1.84939,5960.15,-0.18805,46.7574,3.25684,40.7279
49.75,39.043,1.90909,1.85121,5960.11,-0.188049,46.7592,3.25684,40.7257
49.8,39.0421,1.91103,1.85304,5960.07,-0.188047,46.761,3.25684,40.7237
49.85,39.0411,1.91297,1.85486,5960.03,-0.188045,46.7627,3.25684,40.7218
49.9,39.0401,1.91491,1.85669,5959.99,-0.188043,46.7645,3.25684,40.72
49.95,39.0391,1.91685,1.85851,5959.95,-0.188041,46.7663,3.25684,40.7183
50,39.0381,1.91879,1.86033,5959.91,-0.188038,46.7681,3.25684,40.7167
50.05,39.0372,1.92074,1.86216,5959.87,-0.188035,46.7699,3.25684,40.7153
50.1,39.0362,1.92268,1.86398,5959.83,-0.188032,46.7716,3.25684,40.7139
50.15,39.0352,1.92462,1.86581,5959.79,-0.188028,46.7734,3.25684,40.7126
50.2,39.0342,1.92656,1.86763,5959.74,-0.188025,46.7752,3.25684,40.7115
50.25,39.0333,1.9285,1.86946,5959.7,-0.188021,46.777,3.25684,40.7104
50.3,39.0323,1.93044,1.87128,5959.66,-0.188017,46.7788,3.25684,40.7094
50.35,39.0313,1.93239,1.8731,5959.62,-0.188012,46.7805,3.25684,40.7086
50.4,39.0303,1.93433,1.87493,5959.58,-0.188008,46.7823,3.25684,40.7078
50.45,39.0293,1.93627,1.87675,5959.54,-0.188003,46.7841,3.25684,40.7072
50.5,39.0284,1.93821,1.87858,5959.5,-0.187998,46.7859,3.25684,40.7066
50.55,39.0274,1.94015,1.8804,5959.46,-0.187992,46.7877,3.25684,40.7061
50.6,39.0264,1.9421,1.88222,5959.42,-0.187987,46.7895,3.25684,40.7057
50.65,39.0254,1.94404,1.88405,5959.37,-0.187981,46.7912,3.25684,40.7055
50.7,39.0245,1.94598,1.88587,5959.33,-0.187975,46.793,3.25684,40.7053
50.75,39.0235,1.94792,1.88769,5959.29,-0.187969,46.7948,3.25684,40.7051
50.8,39.0225,1.94987,1.88952,5959.25,-0.187962,46.7966,3.25684,40.7051
50.85,39.0215,1.95181,1.89134,5959.21,-0.187956,46.7984,3.25684,40.7052
50.9,39.0205,1.95375,1.89316,5959.17,-0.187949,46.8002,3.25684,40.7054
50.95,39.0196,1.95569,1.89499,5959.13,-0.187942,46.802,3.25684,40.7056
51,39.0186,1.95764,1.89681,5959.09,-0.187935,46.8037,3.25684,40.7059
51.05,39.0176,1.95958,1.89863,5959.05,-0.187927,46.8055,3.25684,40.7063
51.1,39.0166,1.96152,1.90045,5959.01,-0.187919,46.8073,3.25684,40.7068
51.15,39.0157,1.96346,1.90228,5958.96,-0.187912,46.8091,3.25684,40.7074
51.2,39.0147,1.96541,1.9041,5958.92,-0.187904,46.8109,3.25684,40.7081
51.25,39.0137,1.96735,1.90592,5958.88,-0.187895,46.8127,3.25684,40.7088
51.3,39.0127,1.96929,1.90775,5958.84,-0.187887,46.8145,3.25684,40.7096
51.35,39.0117,1.97124,1.90957,5958.8,-0.187878,46.8162,3.25684,40.7105
51.4,39.0108,1.97318,1.91139,5958.76,-0.187869,46.818,3.25684,40.7115
51.45,39.0098,1.97512,1.91321,5958.72,-0.187873,46.8198,3.23926,40.7125
51.5,39.0088,1.97706,1.91504,5958.68,-0.187876,46.8216,3.23926,40.7085
51.55,39.0078,1.97901,1.91686,5958.64,-0.187879,46.8234,3.23926,40.7047
51.6,39.0069,1.98095,1.91868,5958.59,-0.187881,46.8252,3.23926,40.7009
51.65,39.0059,1.98289,1.9205,5958.55,-0.187884,46.8269,3.23926,40.6974
51.7,39.0049,1.98484,1.92232,5958.51,-0.187885,46.8287,3.23926,40.6939
51.75,39.0039,1.98678,1.92415,5958.47,-0.187887,46.8305,3.23926,40.6906
51.8,39.003,1.98872,1.92597,5958.43,-0.187888,46.8323,3.23926,40.6874
51.85,39.002,1.99067,1.92779,5958.39,-0.187889,46.834,3.23926,40.6843
51.9,39.001,1.99261,1.92961,5958.35,-0.18789,46.8358,3.23926,40.6814
51.95,39,1.99455,1.93143,5958.31,-0.18789,46.8376,3.23926,40.6786
52,38.999,1.9965,1.93325,5958.27,-0.18789,46.8394,3.23926,40.6759
52.05,38.9981,1.99844,1.93508,5958.23,-0.18789,46.8412,3.23926,40.6733
52.1,38.9971,2.00038,1.9369,5958.18,-0.187889,46.8429,3.23926,40.6708
52.15,38.9961,2.00233,1.93872,5958.14,-0.187888,46.8447,3.23926,40.6685
52.2,38.9951,2.00427,1.94054,5958.1,-0.187887,46.8465,3.23926,40.6663
52.25,38.9942,2.00622,1.94236,5958.06,-0.187886,46.8483,3.23926,40.6642
52.3,38.9932,2.00816,1.94418,5958.02,-0.187884,46.8501,3.23926,40.6622
52.35,38.9922,2.0101,1.946,5957.98,-0.187882,46.8519,3.23926,40.6603
52.4,38.9912,2.01205,1.94782,5957.94,-0.18788,46.8536,3.23926,40.6585
52.45,38.9903,2.01399,1.94965,5957.9,-0.187878,46.8554,3.23926,40.6569
52.5,38.9893,2.01594,1.95147,5957.86,-0.187875,46.8572,3.23926,40.6553
52.55,38.9883,2.01788,1.95329,5957.82,-0.187872,46.859,3.23926,40.6539
52.6,38.9873,2.01982,1.95511,5957.77,-0.187869,46.8608,3.23926,40.6525
52.65,38.9863,2.02177,1.95693,5957.73,-0.187865,46.8625,3.23926,40.6513
52.7,38.9854,2.02371,1.95875,5957.69,-0.187862,46.8643,3.23926,40.6501
52.75,38.9844,2.02566,1.96057,5957.65,-0.187858,46.8661,3.23926,40.6491
52.8,38.9834,2.0276,1.96239,5957.61,-0.187853,46.8679,3.23926,40.6482
52.85,38.9824,2.02954,1.96421,5957.57,-0.187849,46.8697,3.23926,40.6473
52.9,38.9815,2.03149,1.96603,5957.53,-0.187844,46.8715,3.23926,40.6466
52.95,38.9805,2.03343,1.96785,5957.49,-0.187839,46.8732,3.23926,40.6459
53,38.9795,2.03538,1.96967,5957.45,-0.187834,46.875,3.23926,40.6454
53.05,38.9785,2.03732,1.97149,5957.4,-0.187829,46.8768,3.23926,40.6449
53.1,38.9776,2.03927,1.97331,5957.36,-0.187823,46.8786,3.23926,40.6446
53.15,38.9766,2.04121,1.97513,5957.32,-0.187817,46.8804,3.23926,40.6443
53.2,38.9756,2.04316,1.97695,5957.28,-0.187811,46.8822,3.23926,40.6441
53.25,38.9746,2.0451,1.97877,5957.24,-0.187805,46.884,3.23926,40.644
53.3,38.9737,2.04704,1.98059,5957.2,-0.187799,46.8857,3.23926,40.644
53.35,38.9727,2.04899,1.98241,5957.16,-0.187792,46.8875,3.23926,40.6441
53.4,38.9717,2.05093,1.98423,5957.12,-0.187785,46.8893,3.23926,40.6443
53.45,38.9707,2.05288,1.98605,5957.08,-0.187778,46.8911,3.23926,40.6446
53.5,38.9697,2.05482,1.98787,5957.03,-0.18777,46.8929,3.23926,40.6449
53.55,38.9688,2.05677,1.98969,5956.99,-0.187763,46.8947,3.23926,40.6453
53.6,38.9678,2.05871,1.99151,5956.95,-0.187755,46.8965,3.23926,40.6458
53.65,38.9668,2.06066,1.99333,5956.91,-0.187747,46.8983,3.23926,40.6464
53.7,38.9658,2.0626,1.99514,5956.87,-0.187739,46.9001,3.23926,40.6471
53.75,38.9649,2.06455,1.99696,5956.83,-0.187731,46.9018,3.23926,40.6478
53.8,38.9639,2.06649,1.99878,5956.79,-0.187722,46.9036,3.23926,40.6487
53.85,38.9629,2.06844,2.0006,5956.75,-0.187714,46.9054,3.23926,40.6496
53.9,38.9619,2.07038,2.00242,5956.7,-0.187705,46.9072,3.23926,40.6506
53.95,38.961,2.07233,2.00424,5956.66,-0.187708,46.909,3.22168,40.6516
54,38.96,2.07428,2.00606,5956.62,-0.187712,46.9108,3.22168,40.6476
54.05,38.959,2.07622,2.00788,5956.58,-0.187714,46.9125,3.22168,40.6437
54.1,38.958,2.07817,2.00969,5956.54,-0.187717,46.9143,3.22168,40.64
54.15,38.9571,2.08011,2.01151,5956.5,-0.187719,46.9161,3.22168,40.6364
54.2,38.9561,2.08206,2.01333,5956.46,-0.187721,46.9179,3.22168,40.6329
54.25,38.9551,2.084,2.01515,5956.42,-0.187723,46.9197,3.22168,40.6296
54.3,38.9541,2.08595,2.01697,5956.38,-0.187724,46.9215,3.22168,40.6264
54.35,38.9532,2.08789,2.01879,5956.33,-0.187725,46.9232,3.22168,40.6233
54.4,38.9522,2.08984,2.0206,5956.29,-0.187726,46.925,3.22168,40.6203
54.45,38.9512,2.09179,2.02242,5956.25,-0.187726,46.9268,3.22168,40.6175
54.5,38.9502,2.09373,2.02424,5956.21,-0.187726,46.9286,3.22168,40.6148
54.55,38.9493,2.09568,2.02606,5956.17,-0.187726,46.9304,3.22168,40.6122
54.6,38.9483,2.09762,2.02788,5956.13,-0.187725,46.9321,3.22168,40.6097
54.65,38.9473,2.09957,2.02969,5956.09,-0.187725,46.9339,3.22168,40.6074
54.7,38.9463,2.10151,2.03151,5956.05,-0.187724,46.9357,3.22168,40.6051
54.75,38.9454,2.10346,2.03333,5956.01,-0.187722,46.9375,3.22168,40.603
54.8,38.9444,2.10541,2.03515,5955.96,-0.187721,46.9393,3.22168,40.601
54.85,38.9434,2.10735,2.03696,5955.92,-0.187719,46.9411,3.22168,40.5991
54.9,38.9424,2.1093,2.03878,5955.88,-0.187716,46.9428,3.22168,40.5973
54.95,38.9414,2.11124,2.0406,5955.84,-0.187714,46.9446,3.22168,40.5956
55,38.9405,2.11319,2.04242,5955.8,-0.187711,46.9464,3.22168,40.594
55.05,38.9395,2.11514,2.04423,5955.76,-0.187708,46.9482,3.22168,40.5926
55.1,38.9385,2.11708,2.04605,5955.72,-0.187705,46.95,3.22168,40.5912
55.15,38.9375,2.11903,2.04787,5955.68,-0.187702,46.9518,3.22168,40.5899
55.2,38.9366,2.12098,2.04968,5955.64,-0.187698,46.9535,3.22168,40.5888
55.25,38.9356,2.12292,2.0515,5955.59,-0.187694,46.9553,3.22168,40.5877
55.3,38.9346,2.12487,2.05332,5955.55,-0.18769,46.9571,3.22168,40.5868
55.35,38.9336,2.12682,2.05513,5955.51,-0.187686,46.9589,3.22168,40.5859
55.4,38.9327,2.12876,2.05695,5955.47,-0.187681,46.9607,3.22168,40.5852
55.45,38.9317,2.13071,2.05877,5955.43,-0.187676,46.9625,3.22168,40.5845
55.5,38.9307,2.13266,2.06058,5955.39,-0.187671,46.9643,3.22168,40.5839
55.55,38.9297,2.1346,2.0624,5955.35,-0.187666,46.966,3.22168,40.5835
55.6,38.9288,2.13655,2.06422,5955.31,-0.18766,46.9678,3.22168,40.5831
55.65,38.9278,2.1385,2.06603,5955.26,-0.187654,46.9696,3.22168,40.5828
55.7,38.9268,2.14044,2.06785,5955.22,-0.187648,46.9714,3.22168,40.5826
55.75,38.9258,2.14239,2.06966,5955.18,-0.187642,46.9732,3.22168,40.5825
55.8,38.9249,2.14434,2.07148,5955.14,-0.187635,46.975,3.22168,40.5825
55.85,38.9239,2.14628,2.0733,5955.1,-0.187629,46.9768,3.22168,40.5825
55.9,38.9229,2.14823,2.07511,5955.06,-0.187622,46.9786,3.22168,40.5827
55.95,38.9219,2.15018,2.07693,5955.02,-0.187615,46.9803,3.22168,40.5829
56,38.921,2.15213,2.07874,5954.98,-0.187608,46.9821,3.22168,40.5833
56.05,38.92,2.15407,2.08056,5954.93,-0.1876,46.9839,3.22168,40.5837
56.1,38.919,2.15602,2.08238,5954.89,-0.187592,46.9857,3.22168,40.5842
56.15,38.918,2.15797,2.08419,5954.85,-0.187584,46.9875,3.22168,40.5847
56.2,38.9171,2.15991,2.08601,5954.81,-0.187576,46.9893,3.22168,40.5854
56.25,38.9161,2.16186,2.08782,5954.77,-0.187568,46.9911,3.22168,40.5861
56.3,38.9151,2.16381,2.08964,5954.73,-0.18756,46.9929,3.22168,40.5869
56.35,38.9141,2.16576,2.09145,5954.69,-0.187551,46.9947,3.22168,40.5878
56.4,38.9132,2.1677,2.09327,5954.65,-0.187542,46.9965,3.22168,40.5888
56.45,38.9122,2.16965,2.09508,5954.6,-0.187546,46.9982,3.2041,40.5898
56.5,38.9112,2.1716,2.0969,5954.56,-0.187549,47,3.2041,40.5858
56.55,38.9102,2.17355,2.09871,5954.52,-0.187552,47.0018,3.2041,40.5819
56.6,38.9093,2.17549,2.10053,5954.48,-0.187555,47.0036,3.2041,40.5781
56.65,38.9083,2.17744,2.10234,5954.44,-0.187557,47.0054,3.2041,40.5744
56.7,38.9073,2.17939,2.10416,5954.4,-0.187559,47.0072,3.2041,40.5709
56.75,38.9063,2.18134,2.10597,5954.36,-0.187561,47.0089,3.2041,40.5675
56.8,38.9054,2.18329,2.10779,5954.32,-0.187562,47.0107,3.2041,40.5643
56.85,38.9044,2.18523,2.1096,5954.28,-0.187563,47.0125,3.2041,40.5611
56.9,38.9034,2.18718,2.11142,5954.23,-0.187564,47.0143,3.2041,40.5581
56.95,38.9024,2.18913,2.11323,5954.19,-0.187564,47.0161,3.2041,40.5553
57,38.9015,2.19108,2.11504,5954.15,-0.187565,47.0178,3.2041,40.5525
57.05,38.9005,2.19303,2.11686,5954.11,-0.187565,47.0196,3.2041,40.5499
57.1,38.8995,2.19497,2.11867,5954.07,-0.187564,47.0214,3.2041,40.5473
57.15,38.8986,2.19692,2.12049,5954.03,-0.187563,47.0232,3.2041,40.5449
57.2,38.8976,2.19887,2.1223,5953.99,-0.187562,47.025,3.2041,40.5427
57.25,38.8966,2.20082,2.12411,5953.95,-0.187561,47.0268,3.2041,40.5405
57.3,38.8956,2.20277,2.12593,5953.9,-0.18756,47.0286,3.2041,40.5384
57.35,38.8947,2.20472,2.12774,5953.86,-0.187558,47.0303,3.2041,40.5365
57.4,38.8937,2.20666,2.12956,5953.82,-0.187556,47.0321,3.2041,40.5347
57.45,38.8927,2.20861,2.13137,5953.78,-0.187554,47.0339,3.2041,40.5329
57.5,38.8917,2.21056,2.13318,5953.74,-0.187551,47.0357,3.2041,40.5313
57.55,38.8908,2.21251,2.135,5953.7,-0.187548,47.0375,3.2041,40.5298
57.6,38.8898,2.21446,2.13681,5953.66,-0.187545,47.0393,3.2041,40.5284
57.65,38.8888,2.21641,2.13862,5953.62,-0.187542,47.0411,3.2041,40.5271
57.7,38.8878,2.21836,2.14044,5953.57,-0.187538,47.0428,3.2041,40.5259
57.75,38.8869,2.2203,2.14225,5953.53,-0.187534,47.0446,3.2041,40.5248
57.8,38.8859,2.22225,2.14406,5953.49,-0.18753,47.0464,3.2041,40.5238
57.85,38.8849,2.2242,2.14588,5953.45,-0.187526,47.0482,3.2041,40.5229
